hour,day,month,year,PM2.5,PM10,SO2,NO2,RAIN,TEMP
14,12,8,2016,8.0,8.0,2.0,24.0,0.0,27.1
15,12,8,2016,11.0,11.0,2.0,29.5,0.0,27.3
16,12,8,2016,13.0,13.0,2.0,35.0,0.0,28.8
17,12,8,2016,10.0,10.0,2.0,20.0,0.0,29.0
18,12,8,2016,15.0,15.0,2.0,24.0,0.0,28.2
19,12,8,2016,20.0,27.0,2.0,33.0,0.0,27.9
20,12,8,2016,17.0,33.0,2.0,29.0,0.0,27.6
21,12,8,2016,21.0,30.0,2.0,38.0,0.0,26.6
22,12,8,2016,25.0,40.0,2.0,65.0,0.0,25.8
23,12,8,2016,29.0,41.0,2.0,62.0,0.0,25.0
0,13,8,2016,28.0,39.0,2.0,55.0,0.0,24.8
1,13,8,2016,29.0,38.0,2.0,58.0,0.0,24.8
2,13,8,2016,30.0,42.0,2.0,56.0,0.0,24.5
3,13,8,2016,27.0,45.0,2.0,50.0,0.0,24.3
4,13,8,2016,28.0,39.0,2.0,46.0,0.0,24.2
5,13,8,2016,23.0,38.0,2.0,40.0,0.0,24.5
6,13,8,2016,26.0,36.0,2.0,44.0,0.0,24.3
7,13,8,2016,30.0,42.0,2.0,44.0,0.0,25.1
8,13,8,2016,26.0,37.0,2.0,42.0,0.0,26.2
9,13,8,2016,27.0,57.0,2.0,45.0,0.0,26.7
10,13,8,2016,29.0,51.0,2.0,48.0,0.0,26.7
11,13,8,2016,29.0,54.0,2.0,47.0,0.0,27.8
12,13,8,2016,29.0,63.0,2.0,47.0,0.0,28.0
13,13,8,2016,24.0,24.0,2.0,25.0,0.0,29.7
14,13,8,2016,27.0,35.0,2.0,25.0,0.0,31.0
15,13,8,2016,28.0,37.0,2.0,29.0,0.0,31.5
16,13,8,2016,23.0,23.0,2.0,29.0,0.0,30.2
17,13,8,2016,17.0,17.0,2.0,40.0,0.0,29.0
18,13,8,2016,15.0,46.0,2.0,41.0,0.0,27.2
19,13,8,2016,13.0,13.0,2.0,29.0,0.0,26.5
20,13,8,2016,13.0,15.0,2.0,33.0,0.0,25.6
21,13,8,2016,11.0,32.0,2.0,46.0,0.0,25.3
22,13,8,2016,13.0,34.0,2.0,61.0,0.0,23.5
23,13,8,2016,14.0,37.0,2.0,61.0,0.0,22.3
0,14,8,2016,20.0,40.0,2.0,58.0,0.0,22.7
1,14,8,2016,10.0,23.0,2.0,52.0,0.0,22.6
2,14,8,2016,8.0,21.0,2.0,39.0,0.0,22.8
3,14,8,2016,7.0,15.0,2.0,31.0,0.0,22.5
4,14,8,2016,6.0,25.0,2.0,30.0,0.0,21.9
5,14,8,2016,6.0,27.0,2.0,40.0,0.0,21.1
6,14,8,2016,10.0,25.0,2.0,48.0,0.0,21.8
7,14,8,2016,10.0,37.0,2.0,44.0,0.0,23.1
8,14,8,2016,13.0,47.0,4.0,38.0,0.0,25.6
9,14,8,2016,15.0,45.0,4.0,36.0,0.0,27.9
10,14,8,2016,16.0,31.0,5.0,29.0,0.0,31.3
11,14,8,2016,13.0,28.0,4.0,25.0,0.0,32.8
12,14,8,2016,15.0,15.0,4.0,20.0,0.0,34.3
13,14,8,2016,19.0,21.0,3.0,14.0,0.0,33.7
14,14,8,2016,11.0,39.0,2.0,21.0,0.0,34.4
15,14,8,2016,20.0,33.0,2.0,24.0,0.0,32.8
16,14,8,2016,31.0,74.0,2.0,39.0,0.0,33.4
17,14,8,2016,25.0,67.0,2.0,44.0,0.0,32.0
18,14,8,2016,31.0,53.0,2.0,50.0,0.0,30.6
19,14,8,2016,39.0,68.0,2.0,46.0,0.0,28.6
20,14,8,2016,38.0,82.0,2.0,57.0,0.0,26.8
21,14,8,2016,40.0,87.0,2.0,77.0,0.0,26.4
22,14,8,2016,44.0,95.0,2.0,98.0,0.0,26.4
23,14,8,2016,50.0,113.0,2.0,115.0,0.0,26.1
0,15,8,2016,45.0,92.0,2.0,108.0,0.0,25.8
1,15,8,2016,41.0,88.0,2.0,112.0,0.0,25.9
2,15,8,2016,31.0,60.0,2.0,95.0,0.0,26.4
3,15,8,2016,35.0,86.0,2.0,88.0,0.0,26.0
4,15,8,2016,31.0,31.0,2.0,48.0,0.0,25.6
5,15,8,2016,12.0,29.0,2.0,8.0,0.7,21.3
6,15,8,2016,7.0,15.0,2.0,8.0,1.9,20.7
7,15,8,2016,11.0,14.0,2.0,28.0,0.3,21.1
8,15,8,2016,8.0,8.0,2.0,28.0,0.2,21.1
9,15,8,2016,9.0,9.0,2.0,28.0,0.1,22.2
10,15,8,2016,13.0,15.0,2.0,31.0,0.0,22.7
11,15,8,2016,13.0,23.0,2.0,20.0,0.0,24.4
12,15,8,2016,6.0,6.0,2.0,15.0,0.0,24.9
13,15,8,2016,5.0,5.0,2.0,17.0,0.0,25.7
14,15,8,2016,11.0,11.0,2.0,12.0,0.0,26.6
15,15,8,2016,10.0,10.0,2.0,14.0,0.0,26.5
16,15,8,2016,11.0,11.0,2.0,17.0,0.0,27.1
17,15,8,2016,6.0,11.0,2.0,20.0,0.0,26.7
18,15,8,2016,9.0,11.0,2.0,25.0,0.0,26.9
19,15,8,2016,11.0,20.0,2.0,36.0,0.0,24.6
20,15,8,2016,14.0,35.0,2.0,32.0,0.0,23.6
21,15,8,2016,12.0,21.0,2.0,31.0,0.0,23.2
22,15,8,2016,12.0,29.0,2.0,40.0,0.0,21.4
23,15,8,2016,17.0,37.0,2.0,46.0,0.0,20.5
0,16,8,2016,17.0,37.0,2.0,46.0,0.0,19.8
1,16,8,2016,20.0,42.0,2.0,56.0,0.0,20.1
2,16,8,2016,22.0,40.0,2.0,50.0,0.0,20.1
3,16,8,2016,18.0,38.0,2.0,41.0,0.0,19.9
4,16,8,2016,23.0,38.0,2.0,46.0,0.0,19.4
5,16,8,2016,15.0,32.0,2.0,44.0,0.0,19.1
6,16,8,2016,16.0,32.0,2.0,46.0,0.0,19.0
7,16,8,2016,17.0,44.0,2.0,50.0,0.0,20.5
8,16,8,2016,22.0,30.0,2.0,54.0,0.0,23.0
9,16,8,2016,21.0,44.0,2.0,56.0,0.0,25.6
10,16,8,2016,25.0,33.0,2.0,41.0,0.0,28.0
11,16,8,2016,27.0,36.0,2.0,34.0,0.0,28.8
12,16,8,2016,27.0,32.0,2.0,31.0,0.0,30.3
13,16,8,2016,21.0,27.0,2.0,25.0,0.0,31.5
14,16,8,2016,21.0,33.0,2.0,23.0,0.0,31.5
15,16,8,2016,25.0,25.0,2.0,22.0,0.0,32.0
16,16,8,2016,19.0,31.0,2.0,19.0,0.0,32.0
17,16,8,2016,25.0,38.0,2.0,23.0,0.0,30.9
18,16,8,2016,30.0,40.0,2.0,27.0,0.0,29.6
19,16,8,2016,30.0,44.0,2.0,31.0,0.0,28.4
20,16,8,2016,25.0,37.0,2.0,25.0,0.0,27.6
21,16,8,2016,24.0,50.0,2.0,37.0,0.0,26.9
22,16,8,2016,20.0,42.0,2.0,31.0,0.0,26.2
23,16,8,2016,26.0,29.0,2.0,35.0,0.0,25.9
0,17,8,2016,27.0,39.0,2.0,36.0,0.0,25.2
1,17,8,2016,25.0,47.0,2.0,47.0,0.0,23.9
2,17,8,2016,30.0,48.0,2.0,53.0,0.0,22.9
3,17,8,2016,22.0,50.0,2.0,50.0,0.0,22.8
4,17,8,2016,31.0,61.0,2.0,60.0,0.0,23.2
5,17,8,2016,30.0,55.0,2.0,62.0,0.0,23.6
6,17,8,2016,33.0,67.0,2.0,68.0,0.0,23.9
7,17,8,2016,43.0,82.0,2.0,69.0,0.0,24.3
8,17,8,2016,43.0,87.0,2.0,72.0,0.0,24.7
9,17,8,2016,53.0,89.0,2.0,77.0,0.0,25.2
10,17,8,2016,62.0,100.0,2.0,81.0,0.0,25.2
11,17,8,2016,63.0,96.0,2.0,78.0,0.0,25.4
12,17,8,2016,63.0,86.0,2.0,77.0,0.0,25.5
13,17,8,2016,61.0,87.0,2.0,75.0,0.0,25.9
14,17,8,2016,61.0,69.0,2.0,73.0,0.0,26.2
15,17,8,2016,65.0,75.0,2.0,83.0,0.0,25.7
16,17,8,2016,74.0,96.0,2.0,84.0,0.1,25.7
17,17,8,2016,74.0,74.0,2.0,76.0,0.0,25.5
18,17,8,2016,78.0,78.0,2.0,94.0,0.0,25.2
19,17,8,2016,83.0,83.0,2.0,91.0,0.0,24.9
20,17,8,2016,76.0,76.0,2.0,80.0,0.0,24.8
21,17,8,2016,84.0,84.0,2.0,77.0,0.2,24.3
22,17,8,2016,92.0,92.0,2.0,51.0,0.1,23.9
23,17,8,2016,96.0,96.0,2.0,46.0,0.7,23.8
0,18,8,2016,97.0,97.0,2.0,47.0,0.0,23.6
1,18,8,2016,100.0,100.0,2.0,51.0,0.0,23.4
2,18,8,2016,104.0,104.0,2.0,52.0,0.0,23.3
3,18,8,2016,103.0,103.0,2.0,43.0,0.0,23.2
4,18,8,2016,101.0,101.0,2.0,40.0,0.0,23.2
5,18,8,2016,103.0,103.0,2.0,41.0,0.0,23.3
6,18,8,2016,105.0,105.0,2.0,44.0,0.2,23.5
7,18,8,2016,114.0,114.0,2.0,54.0,8.5,23.6
8,18,8,2016,99.0,99.0,2.0,58.0,7.5,23.2
9,18,8,2016,77.0,77.0,2.0,59.0,1.8,22.8
10,18,8,2016,78.0,78.0,2.0,57.0,5.0,23.0
11,18,8,2016,63.0,63.0,2.0,49.0,0.8,22.5
12,18,8,2016,53.0,53.0,2.0,44.0,1.3,22.5
13,18,8,2016,59.0,59.0,2.0,44.0,0.3,22.5
14,18,8,2016,68.0,68.0,2.0,36.0,0.6,22.4
15,18,8,2016,61.0,61.0,2.0,32.0,1.3,22.7
16,18,8,2016,61.0,61.0,2.0,31.0,0.7,22.8
17,18,8,2016,53.0,53.0,2.0,31.0,0.1,22.7
18,18,8,2016,61.0,61.0,2.0,43.0,0.3,22.8
19,18,8,2016,64.0,64.0,2.0,48.0,0.1,22.9
20,18,8,2016,59.0,59.0,2.0,52.0,0.0,22.7
21,18,8,2016,55.0,55.0,2.0,38.0,0.0,22.7
22,18,8,2016,47.0,47.0,2.0,34.0,0.0,22.7
23,18,8,2016,45.0,45.0,2.0,43.0,0.1,22.7
0,19,8,2016,49.0,49.0,2.0,39.0,0.0,22.8
1,19,8,2016,36.0,36.0,2.0,41.0,0.0,22.8
2,19,8,2016,31.0,31.0,2.0,31.0,0.0,22.7
3,19,8,2016,18.0,18.0,2.0,44.0,0.0,22.7
4,19,8,2016,14.0,14.0,2.0,55.0,0.0,22.6
5,19,8,2016,21.0,21.0,2.0,47.0,0.0,22.2
6,19,8,2016,14.0,17.0,2.0,48.0,0.0,22.3
7,19,8,2016,15.0,15.0,2.0,42.0,0.0,22.8
8,19,8,2016,13.0,16.0,2.0,38.0,0.0,24.8
9,19,8,2016,13.0,21.0,2.0,29.0,0.0,27.2
10,19,8,2016,7.0,7.0,2.0,18.0,0.0,28.2
11,19,8,2016,8.0,8.0,2.0,13.0,0.0,29.1
12,19,8,2016,9.0,9.0,2.0,11.0,0.0,31.4
13,19,8,2016,7.0,11.0,2.0,10.0,0.0,32.6
14,19,8,2016,10.0,10.0,2.0,9.0,0.0,33.4
15,19,8,2016,12.0,12.0,2.0,8.0,0.0,33.5
16,19,8,2016,6.0,6.0,2.0,9.0,0.0,33.8
17,19,8,2016,13.0,13.0,2.0,10.0,0.0,33.1
18,19,8,2016,14.0,14.0,2.0,14.0,0.0,32.2
19,19,8,2016,11.0,27.0,2.0,23.0,0.0,28.2
20,19,8,2016,22.0,104.0,2.0,33.0,0.0,28.1
21,19,8,2016,29.0,54.0,2.0,29.0,0.0,27.2
22,19,8,2016,30.0,45.0,2.0,36.0,0.0,26.2
23,19,8,2016,32.0,32.0,2.0,32.0,0.0,25.8
0,20,8,2016,36.0,43.0,2.0,33.0,0.0,25.2
1,20,8,2016,40.0,55.0,2.0,34.0,0.0,24.6
2,20,8,2016,45.0,54.0,2.0,44.0,0.0,23.9
3,20,8,2016,48.0,52.0,2.0,39.0,0.0,23.1
4,20,8,2016,46.0,46.0,2.0,52.0,0.0,22.8
5,20,8,2016,36.0,37.0,2.0,55.0,0.0,22.9
6,20,8,2016,41.0,41.0,2.0,56.0,0.0,22.9
7,20,8,2016,43.0,68.0,2.0,57.0,0.0,23.4
8,20,8,2016,58.0,80.0,2.0,59.0,0.0,24.9
9,20,8,2016,74.0,90.0,2.0,60.0,0.0,26.7
10,20,8,2016,85.0,85.0,2.0,37.0,0.0,27.4
11,20,8,2016,76.0,76.0,2.0,35.0,0.0,28.5
12,20,8,2016,71.0,71.0,2.0,31.0,0.0,29.8
13,20,8,2016,61.0,61.0,2.0,28.0,0.0,31.0
14,20,8,2016,51.0,51.0,2.0,24.0,0.0,32.0
15,20,8,2016,52.0,52.0,2.0,24.0,0.0,32.5
16,20,8,2016,56.0,56.0,2.0,32.0,0.0,32.4
17,20,8,2016,62.5,69.5,2.0,36.0,0.0,31.1
18,20,8,2016,69.0,83.0,2.0,40.0,0.0,30.0
19,20,8,2016,53.0,71.0,2.0,38.0,0.0,28.7
20,20,8,2016,57.0,69.0,2.0,46.0,0.0,27.7
21,20,8,2016,55.0,74.0,2.0,49.0,0.0,26.2
22,20,8,2016,53.0,62.0,2.0,45.0,0.0,24.9
23,20,8,2016,50.0,68.0,2.0,53.0,0.0,24.4
0,21,8,2016,57.0,74.0,2.0,67.0,0.0,24.0
1,21,8,2016,59.0,72.0,2.0,89.0,0.0,23.9
2,21,8,2016,62.0,68.0,2.0,95.0,0.0,23.5
3,21,8,2016,55.0,64.0,2.0,101.0,0.0,23.2
4,21,8,2016,58.0,81.0,2.0,84.0,0.0,23.4
5,21,8,2016,57.0,68.0,2.0,79.0,0.0,23.0
6,21,8,2016,63.0,64.0,2.0,79.0,0.0,22.6
7,21,8,2016,57.0,63.0,2.0,75.0,0.0,23.7
8,21,8,2016,38.0,38.0,2.0,41.0,0.0,25.6
9,21,8,2016,33.0,33.0,2.0,34.0,0.0,28.0
10,21,8,2016,33.0,55.0,2.0,31.0,0.0,29.9
11,21,8,2016,47.0,64.0,2.0,32.0,0.0,31.1
12,21,8,2016,46.0,56.0,2.0,29.0,0.0,32.3
13,21,8,2016,42.0,53.0,2.0,26.0,0.0,33.4
14,21,8,2016,54.0,54.0,2.0,32.0,0.0,34.6
15,21,8,2016,51.0,66.0,2.0,36.0,0.0,34.7
16,21,8,2016,50.0,62.0,2.0,36.0,0.0,33.2
17,21,8,2016,31.0,57.0,2.0,32.0,0.0,32.2
18,21,8,2016,30.0,46.0,2.0,30.0,0.0,31.6
19,21,8,2016,40.0,43.0,2.0,30.0,0.0,30.4
20,21,8,2016,43.0,68.0,2.0,39.0,0.0,29.1
21,21,8,2016,53.0,82.0,2.0,63.0,0.0,28.5
22,21,8,2016,56.0,83.0,2.0,69.0,0.0,28.4
23,21,8,2016,60.0,98.0,2.0,73.0,0.0,28.1
0,22,8,2016,61.0,61.0,3.0,37.0,0.0,27.6
1,22,8,2016,56.0,87.0,4.0,35.0,0.0,26.4
2,22,8,2016,67.0,73.0,2.0,32.0,0.0,25.4
3,22,8,2016,61.0,61.0,2.0,39.0,0.0,25.0
4,22,8,2016,58.0,68.0,2.0,39.0,0.0,24.0
5,22,8,2016,62.0,62.0,2.0,43.0,0.0,23.7
6,22,8,2016,63.0,98.0,2.0,56.0,0.0,23.4
7,22,8,2016,74.0,102.0,2.0,70.0,0.0,24.9
8,22,8,2016,91.0,114.0,2.0,68.0,0.0,26.4
9,22,8,2016,87.0,99.0,2.0,67.0,0.0,28.1
10,22,8,2016,54.0,54.0,5.0,56.0,0.0,29.4
11,22,8,2016,35.0,40.0,4.0,45.0,0.0,30.8
12,22,8,2016,24.0,55.0,3.0,29.0,0.0,31.7
13,22,8,2016,31.0,44.0,3.0,22.0,0.0,31.7
14,22,8,2016,30.0,30.0,2.0,22.0,0.0,32.8
15,22,8,2016,20.0,42.0,2.0,27.0,0.0,32.5
16,22,8,2016,26.0,35.0,2.0,26.0,0.0,31.8
17,22,8,2016,23.0,26.0,2.0,21.0,0.0,31.8
18,22,8,2016,24.0,24.0,2.0,28.0,0.0,30.4
19,22,8,2016,29.0,40.0,2.0,37.0,0.0,29.6
20,22,8,2016,24.0,42.0,2.0,34.0,0.0,28.9
21,22,8,2016,28.0,55.0,2.0,41.0,0.0,28.4
22,22,8,2016,34.0,66.0,2.0,47.0,0.0,28.4
23,22,8,2016,40.0,71.0,2.0,48.0,0.0,27.9
0,23,8,2016,41.0,74.0,2.0,51.0,0.0,27.3
1,23,8,2016,43.0,84.0,2.0,49.0,0.0,26.7
2,23,8,2016,51.0,80.0,2.0,40.0,0.0,26.6
3,23,8,2016,56.0,82.0,2.0,36.0,0.0,26.1
4,23,8,2016,64.0,77.0,2.0,37.0,0.0,25.5
5,23,8,2016,65.0,73.0,2.0,42.0,0.0,25.5
6,23,8,2016,71.0,82.0,2.0,39.0,0.0,25.2
7,23,8,2016,78.0,89.0,2.0,53.0,0.0,25.6
8,23,8,2016,81.0,102.0,6.0,60.0,0.0,26.2
9,23,8,2016,83.0,83.0,10.0,47.0,0.0,27.5
10,23,8,2016,61.0,63.0,10.0,44.0,0.0,28.2
11,23,8,2016,45.0,45.0,7.0,41.0,0.0,28.4
12,23,8,2016,46.0,51.0,7.0,33.0,0.0,30.5
13,23,8,2016,45.0,78.0,5.0,31.0,0.0,29.2
14,23,8,2016,49.0,57.0,3.0,38.0,0.0,28.7
15,23,8,2016,53.0,96.0,2.0,37.0,0.1,27.2
16,23,8,2016,73.0,73.0,2.0,39.0,0.0,27.2
17,23,8,2016,94.0,110.0,2.0,48.0,0.0,26.6
18,23,8,2016,114.0,114.0,2.0,66.0,0.0,26.6
19,23,8,2016,106.0,106.0,2.0,73.0,0.0,26.2
20,23,8,2016,110.0,110.0,2.0,74.0,0.0,26.3
21,23,8,2016,116.0,116.0,2.0,58.0,0.0,26.1
22,23,8,2016,107.0,107.0,2.0,49.0,0.0,26.1
23,23,8,2016,115.0,115.0,2.0,54.0,0.0,25.9
0,24,8,2016,118.0,118.0,2.0,62.0,0.0,25.8
1,24,8,2016,117.0,117.0,2.0,73.0,0.0,25.5
2,24,8,2016,119.0,119.0,2.0,48.0,0.0,24.9
3,24,8,2016,117.0,117.0,2.0,64.0,0.0,24.2
4,24,8,2016,112.0,112.0,2.0,59.0,0.0,23.9
5,24,8,2016,104.0,104.0,2.0,53.0,0.0,23.9
6,24,8,2016,95.0,95.0,2.0,71.0,0.0,23.9
7,24,8,2016,85.0,85.0,2.0,74.0,0.0,24.5
8,24,8,2016,71.0,71.0,2.0,58.0,0.0,25.6
9,24,8,2016,62.0,62.0,2.0,49.0,0.0,26.6
10,24,8,2016,70.0,72.0,2.0,46.5,0.0,26.9
11,24,8,2016,69.0,77.0,2.0,44.0,0.0,27.4
12,24,8,2016,77.0,77.0,3.0,44.0,0.0,28.8
13,24,8,2016,80.0,91.0,4.0,47.0,0.0,30.0
14,24,8,2016,72.0,72.0,2.0,45.0,0.0,30.7
15,24,8,2016,55.0,55.0,3.0,34.0,0.0,30.4
16,24,8,2016,74.0,108.0,2.0,62.0,0.0,29.8
17,24,8,2016,85.0,85.0,2.0,62.0,0.0,30.6
18,24,8,2016,77.0,77.0,2.0,65.0,0.0,29.4
19,24,8,2016,76.0,85.0,2.0,71.0,0.0,27.7
20,24,8,2016,78.0,97.0,2.0,76.0,0.0,26.9
21,24,8,2016,80.0,84.0,2.0,69.0,0.0,26.3
22,24,8,2016,89.0,101.0,2.0,73.0,0.0,25.9
23,24,8,2016,97.0,127.0,2.0,77.0,0.0,25.6
0,25,8,2016,91.0,91.0,2.0,64.0,0.0,26.8
1,25,8,2016,66.0,66.0,2.0,43.0,0.0,26.8
2,25,8,2016,48.0,48.0,2.0,28.0,0.0,27.0
3,25,8,2016,12.0,12.0,2.0,9.0,0.0,27.9
4,25,8,2016,9.0,9.0,2.0,10.0,0.0,27.8
5,25,8,2016,8.0,8.0,2.0,7.0,0.0,27.7
6,25,8,2016,5.0,7.0,2.0,8.0,0.0,27.2
7,25,8,2016,8.0,15.0,2.0,11.0,0.0,26.9
8,25,8,2016,9.0,30.0,2.0,16.0,0.0,27.0
9,25,8,2016,10.0,26.0,2.0,18.0,0.0,26.6
10,25,8,2016,9.0,14.0,2.0,14.0,0.0,26.1
11,25,8,2016,5.0,8.0,2.0,10.0,0.0,26.2
12,25,8,2016,3.0,10.0,2.0,7.0,0.0,28.7
13,25,8,2016,14.0,14.0,2.0,7.0,0.0,28.6
14,25,8,2016,3.0,9.0,2.0,8.0,0.0,28.3
15,25,8,2016,3.0,6.0,2.0,8.0,0.0,30.2
16,25,8,2016,3.0,6.0,2.0,10.0,0.0,29.1
17,25,8,2016,3.0,9.0,2.0,15.0,0.0,29.5
18,25,8,2016,7.0,7.0,2.0,18.0,0.0,27.8
19,25,8,2016,4.0,15.0,2.0,26.0,0.0,23.9
20,25,8,2016,7.0,57.0,2.0,52.0,0.0,20.5
21,25,8,2016,16.0,43.0,2.0,60.0,0.0,19.3
22,25,8,2016,15.0,15.0,2.0,43.0,0.0,20.0
23,25,8,2016,4.0,11.0,2.0,26.0,0.0,21.2
0,26,8,2016,3.0,12.0,2.0,21.0,0.0,22.0
1,26,8,2016,3.0,12.0,2.0,25.0,0.0,21.1
2,26,8,2016,4.0,10.0,2.0,24.0,0.0,18.3
3,26,8,2016,5.0,13.0,2.0,27.0,0.0,17.1
4,26,8,2016,3.0,16.0,2.0,34.0,0.0,16.9
5,26,8,2016,3.0,13.0,2.0,29.0,0.0,16.9
6,26,8,2016,5.0,15.0,2.0,31.0,0.0,17.0
7,26,8,2016,5.0,39.0,2.0,39.0,0.0,18.2
8,26,8,2016,10.0,38.0,2.0,32.0,0.0,21.1
9,26,8,2016,10.0,26.0,2.0,21.0,0.0,24.8
10,26,8,2016,6.0,26.0,2.0,13.0,0.0,26.4
11,26,8,2016,7.0,7.0,2.0,14.0,0.0,27.9
12,26,8,2016,4.0,6.0,2.0,14.0,0.0,28.9
13,26,8,2016,5.0,6.0,2.0,13.0,0.0,29.3
14,26,8,2016,3.0,6.0,2.0,9.0,0.0,29.5
15,26,8,2016,5.0,9.0,2.0,10.0,0.0,30.3
16,26,8,2016,3.0,6.0,2.0,9.0,0.0,30.3
17,26,8,2016,4.0,16.0,2.0,13.0,0.0,30.6
18,26,8,2016,7.0,34.0,2.0,18.0,0.0,26.9
19,26,8,2016,3.0,12.0,2.0,29.0,0.0,21.8
20,26,8,2016,6.0,43.0,2.0,70.0,0.0,20.6
21,26,8,2016,20.0,64.0,2.0,77.0,0.0,19.3
22,26,8,2016,24.0,71.0,2.0,89.0,0.0,18.5
23,26,8,2016,28.0,78.0,2.0,85.0,0.0,17.9
0,27,8,2016,23.0,86.0,2.0,76.0,0.0,17.3
1,27,8,2016,26.0,67.0,2.0,67.0,0.0,16.7
2,27,8,2016,21.0,54.0,2.0,53.0,0.0,16.9
3,27,8,2016,23.0,53.0,2.0,48.0,0.0,16.1
4,27,8,2016,17.0,39.0,2.0,49.0,0.0,15.6
5,27,8,2016,13.0,69.0,2.0,44.0,0.0,15.2
6,27,8,2016,18.0,39.0,2.0,43.0,0.0,15.0
7,27,8,2016,12.0,21.0,2.0,47.0,0.0,16.2
8,27,8,2016,13.0,35.0,3.0,38.0,0.0,20.5
9,27,8,2016,12.0,31.0,4.0,29.0,0.0,24.8
10,27,8,2016,14.0,40.0,5.0,28.0,0.0,27.7
11,27,8,2016,9.0,9.0,3.0,12.0,0.0,29.7
12,27,8,2016,6.0,8.0,2.0,12.0,0.0,31.0
13,27,8,2016,6.0,6.0,2.0,5.0,0.0,31.5
14,27,8,2016,3.0,14.0,2.0,6.0,0.0,32.5
15,27,8,2016,3.0,6.0,2.0,9.0,0.0,32.9
16,27,8,2016,3.0,24.0,2.0,9.0,0.0,30.8
17,27,8,2016,12.0,74.0,2.0,8.0,0.3,26.9
18,27,8,2016,25.0,91.0,2.0,25.0,0.0,25.7
19,27,8,2016,13.0,42.0,2.0,28.0,0.0,22.2
20,27,8,2016,6.0,78.0,2.0,66.0,0.0,19.7
21,27,8,2016,15.0,32.0,2.0,53.0,0.0,18.6
22,27,8,2016,20.0,41.0,2.0,65.0,0.0,18.9
23,27,8,2016,13.0,13.0,2.0,59.0,0.0,19.1
0,28,8,2016,15.0,16.0,2.0,48.0,0.0,19.9
1,28,8,2016,7.0,18.0,2.0,38.0,0.0,20.2
2,28,8,2016,4.0,17.0,2.0,51.0,0.0,18.9
3,28,8,2016,9.0,32.0,2.0,59.0,0.0,17.5
4,28,8,2016,5.0,18.0,2.0,55.0,0.0,16.1
5,28,8,2016,3.0,29.0,2.0,55.0,0.0,15.3
6,28,8,2016,9.0,26.0,2.0,57.0,0.0,15.2
7,28,8,2016,6.0,21.0,2.0,58.0,0.0,17.8
8,28,8,2016,11.0,35.0,3.0,48.0,0.0,22.4
9,28,8,2016,8.0,19.0,3.0,35.0,0.0,26.5
10,28,8,2016,14.0,30.0,3.0,25.0,0.0,28.8
11,28,8,2016,9.0,11.0,2.0,14.0,0.0,30.6
12,28,8,2016,3.0,6.0,2.0,14.0,0.0,31.4
13,28,8,2016,3.0,6.0,2.0,12.0,0.0,32.0
14,28,8,2016,3.0,6.0,2.0,12.0,0.0,32.4
15,28,8,2016,4.0,14.0,2.0,13.0,0.0,32.9
16,28,8,2016,7.0,8.0,2.0,13.0,0.0,33.2
17,28,8,2016,5.0,12.0,2.0,10.0,0.0,32.1
18,28,8,2016,8.0,25.0,2.0,12.0,0.0,28.9
19,28,8,2016,5.0,36.0,2.0,49.0,0.0,23.6
20,28,8,2016,19.0,36.0,2.0,66.0,0.0,22.0
21,28,8,2016,19.0,76.0,2.0,93.0,0.0,23.0
22,28,8,2016,26.0,73.0,2.0,91.0,0.0,21.0
23,28,8,2016,26.0,63.0,2.0,91.0,0.0,19.8
0,29,8,2016,21.0,63.0,2.0,83.0,0.0,19.7
1,29,8,2016,19.0,81.0,2.0,78.0,0.0,19.1
2,29,8,2016,21.0,51.0,2.0,73.0,0.0,18.2
3,29,8,2016,17.0,49.0,2.0,71.0,0.0,17.2
4,29,8,2016,23.0,63.0,2.0,68.0,0.0,16.2
5,29,8,2016,18.0,23.0,2.0,65.0,0.0,16.9
6,29,8,2016,16.0,63.0,2.0,67.0,0.0,16.7
7,29,8,2016,24.0,70.0,2.0,60.0,0.0,18.5
8,29,8,2016,21.0,61.0,2.0,58.0,0.0,21.6
9,29,8,2016,24.0,43.0,4.0,55.0,0.0,25.5
10,29,8,2016,24.0,54.0,8.0,51.0,0.0,27.6
11,29,8,2016,8.0,37.0,3.0,30.0,0.0,29.2
12,29,8,2016,12.0,27.0,3.0,28.0,0.0,29.8
13,29,8,2016,6.0,15.0,2.0,22.0,0.0,31.2
14,29,8,2016,14.0,18.0,2.0,15.0,0.0,32.0
15,29,8,2016,3.0,25.0,2.0,16.0,0.0,32.4
16,29,8,2016,13.0,43.0,2.0,24.0,0.0,29.9
17,29,8,2016,3.0,21.0,2.0,22.0,0.0,29.1
18,29,8,2016,16.0,36.0,2.0,47.0,0.0,27.1
19,29,8,2016,19.0,72.0,2.0,63.0,0.0,24.8
20,29,8,2016,22.0,52.0,2.0,53.0,0.0,23.5
21,29,8,2016,24.0,82.0,2.0,69.0,0.0,22.3
22,29,8,2016,36.0,95.0,2.0,89.0,0.0,21.9
23,29,8,2016,37.0,109.0,2.0,109.0,0.0,21.3
0,30,8,2016,34.0,104.0,2.0,104.0,0.0,21.7
1,30,8,2016,26.0,72.0,2.0,96.0,0.0,20.8
2,30,8,2016,28.0,54.0,2.0,103.0,0.0,20.1
3,30,8,2016,33.0,64.0,2.0,96.0,0.0,20.3
4,30,8,2016,27.0,65.0,2.0,92.0,0.0,19.9
